season_number,season_id,player_id,player_name,team_id,position,age,ovr,potential,origin_type,wage,match_form,state_score,contract_score,recent_match_score,fitness_score,match_load_score,match_rust_score,attribute_modifier_pct,stamina_modifier,fitness,fatigue,current_injury_severity,current_injury_part,current_injury_remaining_days,season_injuries,max_body_wear,max_body_wear_part,attribute_progress_total,attrs_at_20,recent_ratings,recent_minutes,matches,goals,assists,shots,shots_on_target,passes,passes_succ,key_passes,crosses,crosses_succ,tackles,tackles_succ,interceptions,clearances,blocks,average_rating
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,167879f6-1bbd-4ff8-be2a-9dcc7c843abb,卓 内田,bb267714-6d72-4dbb-86d8-c73b446b9585,DF,25,57,B,generated,41664.0,GOOD,4,0,4,0,-1,0,0.016,0.0,100,46,0,,0,0,0.0,hamstring,-7.76,0,"[8.2, 7.4, 8.9]","[50, 50, 50]",17,8,2,47,21,373,295,10,3,3,41,28,41,6,3,8.1
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,1dbc9950-505f-4245-8783-5f07128bc7da,萨穆埃尔 莫雷蒂,f27a5ca6-3849-4c03-a6ce-522853c264a9,FW,26,65,C,generated,66560.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,100,71,0,,0,1,0.0,hamstring,-9.23,0,"[10.0, 6.6, 9.9]","[50, 50, 50]",17,10,2,38,22,217,135,10,5,3,31,13,22,12,9,7.81
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,2b83d3a7-dcc2-4e41-ac4e-579031f7beb0,基贤 将,3f0db0da-4135-4ffc-a719-e06304cc8c97,FW,36,36,B,generated,40058.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,98,90,0,,0,0,1.2,hamstring,-11.25,0,"[8.0, 6.3, 8.1]","[50, 50, 50]",15,3,2,22,9,328,196,7,9,5,35,17,19,18,17,7.36
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,f1a2f298-fa49-44a3-b8a9-d47fdcd8b465,维克托 罗森奎斯特,70e71305-3284-4356-ac1b-237136249a53,GK,32,49,C,generated,31738.0,NEUTRAL,0,0,0,0,-1,0,0.0,-4.0,84,91,0,,0,0,2.5,hamstring,-9.7,0,"[6.0, 6.5, 8.4]","[50, 50, 50]",15,0,1,0,0,174,120,0,0,0,0,0,0,0,0,6.95
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,6b485239-a618-4d7a-afca-e30a511ba8f2,塞韦里诺 卡瓦尼,bd28de97-4b63-43d4-a724-8af4f0193353,MF,27,62,C,generated,54272.0,NEUTRAL,0,0,0,0,-1,0,0.0,0.0,88,58,0,,0,0,1.5,groin,-6.36,0,"[7.1, 5.9, 7.6]","[50, 50, 50]",12,2,0,3,2,87,74,4,4,3,11,6,3,5,5,6.85
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,dcb55811-1a2a-45dc-92d6-c78db6257735,里萨利诺 马德,8595dcbe-a41a-4a42-ba03-391260169528,FW,27,58,D,generated,40516.0,GOOD,2,0,2,0,-1,0,0.008,0.0,100,65,0,,0,0,0.0,hamstring,1.63,0,"[10.0, 6.5, 6.6]","[50, 50, 50]",18,6,3,20,11,287,199,16,14,7,32,18,29,22,11,7.57
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,5433ba0f-8b80-4256-8c28-f0504759ab5e,银雨 伊,f04ab99c-a718-4619-9a3b-4a3110c9a059,MF,25,61,C,generated,50470.0,NEUTRAL,0,0,2,-2,-1,0,0.0,-18.0,77,64,0,,0,0,0.0,hamstring,-8.84,0,"[7.0, 6.9, 7.7]","[50, 50, 50]",17,3,3,33,11,322,270,11,4,4,36,25,31,9,10,7.63
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,e229b99f-de26-4f45-aba7-65c879db3ec5,卡尔 赫丁,744f65b4-9c11-4cc4-9bf7-e003e7c2d20e,MF,18,58,B,generated,20298.0,NEUTRAL,-1,-1,0,1,-1,-1,-0.004,3.0,100,11,0,,0,0,0.4,knee,12.88,0,"[5.8, 7.4, 6.8]","[50, 50, 50]",3,0,1,0,0,30,24,1,1,0,7,6,2,2,1,6.7
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,83c672a2-b3fb-4144-bdc4-4de503d5652f,蒂埃里 莫泽,9afa3f96-9a14-4b54-94b9-c72143d1d808,FW,27,52,D,generated,26468.0,NEUTRAL,0,0,0,0,-1,0,0.0,0.0,84,64,0,,0,0,2.5,groin,2.33,0,"[6.3, 6.3, 7.2]","[50, 50, 50]",11,2,1,5,3,61,33,1,1,0,8,2,6,1,4,6.64
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,264271b1-fdfd-47b7-b71b-2fd42455486a,徐旭哲,951b4db0-f1dc-47cb-83a0-2d82aae97639,FW,31,44,C,generated,26880.0,NEUTRAL,0,0,0,0,-1,0,0.0,-4.0,100,71,0,,0,0,0.0,hamstring,-11.74,0,"[6.7, 6.8, 6.6]","[50, 50, 50]",16,11,3,33,20,230,151,10,13,6,40,25,19,12,2,8.15
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,3a5bf5ff-9c71-4deb-a6db-ff1f140e6177,伯努瓦 赫尔佐克,b0793456-58ba-4443-a6d4-98f22633cd4d,FW,24,56,B,generated,25626.0,NEUTRAL,0,0,0,0,-1,0,0.0,0.0,100,66,0,,0,0,0.0,hamstring,11.04,0,"[6.8, 6.8, 7.5]","[50, 50, 50]",16,6,4,40,17,241,131,18,22,13,27,13,34,9,6,7.83
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,d62f4943-7e6e-4c26-885b-14233b4d3b96,鉄 山胁,0775057f-189e-49d7-907a-99e8296be003,FW,23,47,D,generated,15125.0,NEUTRAL,1,-1,2,0,-1,0,0.004,0.0,100,67,0,,0,1,0.0,hamstring,13.24,0,"[6.9, 6.4, 8.3]","[50, 50, 50]",18,6,1,29,10,175,86,7,8,4,49,18,41,9,3,7.21
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,2f338599-cd9c-406c-bb27-03014fe2e6e5,尤金 里斯,f8188f85-4ceb-4dc1-aad7-0e820972d5f9,MF,30,61,C,generated,66560.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,70,98,0,,0,0,2.5,groin,-12.51,0,"[8.5, 6.6, 7.6]","[50, 50, 50]",16,6,3,21,12,401,345,15,8,8,39,29,26,6,15,8.3
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,dbf8ad4b-197b-407b-b2ab-5f8b5f370d8a,曼努埃尔 加斯,8b9aa303-df35-43b1-bc8b-e34da0a8bc59,MF,30,45,C,generated,20720.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,88,97,0,,0,0,1.5,hamstring,-13.38,0,"[6.8, 7.8, 9.2]","[50, 50, 50]",15,7,0,34,8,280,243,7,4,2,43,36,23,12,3,8.1
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,eb0115ec-345e-4f76-a0b4-497d08c62639,贤 水,16534899-9230-45f3-880c-c2657809ecb2,MF,23,66,C,generated,52869.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,100,54,0,,0,0,0.0,hamstring,14.04,0,"[8.3, 7.7, 7.6]","[50, 50, 50]",18,9,6,38,18,568,512,15,7,2,45,37,31,14,11,8.42
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,ea7e7096-2078-4283-97b5-d16ebe910d82,泰坦 劳埃德,21be93f7-899d-42db-8752-e2326eedcbff,MF,20,62,C,generated,33957.0,NEUTRAL,-1,0,0,0,-1,-1,-0.004,0.0,100,10,0,,0,0,0.0,hamstring,11.9,0,"[6.4, 7.3]","[50, 50]",2,0,0,0,0,15,13,2,1,1,2,1,4,1,0,6.8
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,c1c424e6-541d-425d-9b54-618e446b55cf,泰恩 德桑蒂斯,79abfcca-e628-4c4f-bb16-8d64f4449d94,MF,26,48,C,generated,23072.0,GOOD,4,0,4,0,-1,0,0.016,0.0,84,77,0,,0,0,1.5,hamstring,2.85,0,"[8.8, 10.0, 7.4]","[50, 50, 50]",15,3,2,19,6,283,244,9,3,3,38,25,28,11,5,7.71
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,68200775-6666-453c-a410-823ef72f37e5,丁黎豪,2f797ba9-e2f6-4a98-9622-bd4d191f4ae8,DF,24,71,B,generated,73779.0,GOOD,4,0,4,0,-1,0,0.016,0.0,77,100,0,,0,1,1.5,back,11.96,0,"[9.0, 9.9, 7.8]","[50, 50, 50]",17,6,1,36,15,374,293,3,3,1,22,21,35,12,5,7.66
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,af08f7b7-45cc-4f2d-9f5a-2a5b4f7215a4,毛洽,16534899-9230-45f3-880c-c2657809ecb2,FW,18,58,C,generated,19947.0,NEUTRAL,1,-1,2,0,-1,0,0.004,0.0,100,21,0,,0,0,0.0,hamstring,11.93,0,"[8.0, 6.6, 7.2]","[50, 50, 50]",9,1,0,7,3,101,76,2,4,2,11,7,4,6,0,6.83
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,37ec5e87-1e5d-49bd-95d9-38827d9217d0,寛 永田,711c3d10-cb9a-4bdd-9bb1-fe22fa029bb0,FW,24,49,D,generated,16866.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,100,58,0,,0,0,0.0,hamstring,11.33,0,"[8.7, 7.8, 8.1]","[50, 50, 50]",15,5,4,20,10,221,156,14,10,8,26,12,39,7,3,7.71
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,58dfe166-a02d-4084-9629-7663177af279,義弘 岩田,f953ea83-889a-4663-b75f-11d83d697c1c,GK,24,58,B,generated,34029.0,GOOD,5,0,4,1,-1,0,0.02,3.0,100,74,0,,0,0,0.0,hamstring,12.47,0,"[7.0, 7.8, 9.9]","[50, 50, 50]",15,0,1,0,0,245,179,0,0,0,0,0,0,0,0,7.18
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,74c43055-aae0-44e9-8d3c-398313b0c0e8,济诺维 阿夫杰耶夫,cfecc62d-5a46-43ea-b07d-437d23f1df0e,MF,32,43,D,generated,22378.0,NEUTRAL,1,-1,2,0,-1,0,0.004,0.0,98,78,0,,0,0,1.0,ankle,-13.36,0,"[5.9, 6.7, 10.0]","[50, 50, 50]",17,3,5,31,11,356,275,11,12,4,36,28,44,6,6,7.46
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,16a39f5e-00cd-4aad-a185-5919d2aa7f6d,卢艾 埃斯凡迪亚尔,1858af36-3b0d-4cac-befe-4cc8d07e6ff4,MF,27,54,D,generated,30720.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,100,70,0,,0,0,0.0,hamstring,2.06,0,"[8.2, 8.1, 6.5]","[50, 50, 50]",17,3,5,25,10,328,287,12,6,2,37,30,32,14,8,8.0
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,ecffaebd-9688-4904-a976-1b4b1be9a004,阿克塞尔 帕尔松,088951b3-d0b8-4c05-b579-8b8265000fa1,MF,25,66,B,generated,74620.0,GOOD,4,0,4,0,-1,0,0.016,0.0,85,100,0,,0,0,3.5,hamstring,1.42,0,"[9.0, 10.0, 7.1]","[50, 70, 50]",18,7,4,38,18,450,407,27,6,4,65,55,40,24,14,8.76
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,b6a4e0da-d3a8-4225-b52d-9abda04bc714,琉星 饭田,57d804a8-26e9-4d95-931c-6aa08af03a55,FW,31,39,B,generated,21504.0,NEUTRAL,0,0,0,0,-1,0,0.0,0.0,100,31,0,,0,0,0.0,hamstring,-10.99,0,"[6.5, 6.9, 7.8]","[50, 50, 50]",15,5,3,33,15,159,92,9,7,3,30,14,30,21,8,7.69
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,d3013647-800b-49d3-b652-e597ee9ee871,丹尼 霍顿,f619ce33-860f-414b-ad88-b8e98f49aab0,DF,29,56,D,generated,23822.0,NEUTRAL,0,-1,0,1,-1,0,0.0,3.0,100,33,0,,0,0,0.0,hamstring,-3.99,0,"[6.4, 6.9, 6.4]","[50, 50, 50]",16,1,0,34,14,305,177,7,3,3,31,28,34,2,5,7.03
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,f4b18c08-4cfd-4248-9056-3718f6fd5470,科斯塔斯 萨利纳斯,d7c7eddf-cd81-494c-b001-be4a71ad0b06,MF,26,45,B,generated,20720.0,GOOD,2,0,2,0,-1,0,0.008,0.0,91,98,0,,0,0,2.5,ankle,-8.15,0,"[8.5, 6.5, 6.7]","[50, 50, 50]",17,5,1,23,12,274,207,3,3,2,33,27,29,13,10,7.53
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,083e458b-d119-484a-9b47-dcc27a13bce3,林昊驰,b0cbc676-9ba1-4448-b183-6ffad6681610,FW,27,62,C,generated,56180.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,92,92,0,,0,1,2.5,groin,2.36,0,"[9.0, 7.6, 9.2]","[50, 50, 50]",18,5,4,32,14,399,275,15,14,10,25,12,21,18,12,7.77
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,85698095-924e-4c9c-8ac4-74b10aca75b0,袁言,1083c7d8-66db-4a3d-a58f-16fbdeff40a7,FW,31,51,B,generated,26880.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,100,62,0,,0,0,1.0,quadriceps,-4.71,0,"[10.0, 6.8, 8.9]","[50, 50, 50]",16,7,4,33,16,213,138,9,6,4,50,27,28,26,13,8.09
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,15edbf83-0d9f-4da7-93b6-d68eb8b69bfa,伊利亚 屠格涅夫,cac5c50e-39a5-4e52-8379-9fc190b9ea1a,GK,25,49,C,generated,18105.0,GOOD,3,0,2,1,-1,0,0.012,3.0,100,61,0,,0,0,0.0,hamstring,2.72,0,"[7.1, 6.5, 10.0]","[50, 50, 50]",16,0,0,1,0,197,142,0,0,0,0,0,0,0,0,7.06
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,33d57c99-9d60-4078-b7fc-45bd7183a01f,高跻,49b5eef4-8b9a-47b7-9e10-060c99f9e219,DF,26,65,B,generated,69290.0,GOOD,2,0,2,0,-1,0,0.008,0.0,100,47,0,,0,1,2.01,ankle,-6.3,0,"[6.1, 10.0, 6.5]","[50, 50, 50]",11,0,5,6,2,164,147,3,1,1,26,22,17,2,4,7.05
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,4001f0ce-802a-4d66-a3ea-b57aa0f3b806,金绍忠,defb0df6-b1d9-42e5-b872-d96c1ad8782b,DF,31,44,C,generated,23856.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,100,72,0,,0,0,0.0,hamstring,-10.39,0,"[6.2, 9.9, 7.8]","[50, 50, 50]",17,4,0,22,9,340,287,8,4,2,46,32,42,11,7,7.58
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,8f7e7de0-9d2c-4d74-9492-d0a5b38a7162,维克托 奥斯特洛夫斯基,77ad81d3-7804-4f3c-968c-034a706c0392,FW,19,61,C,generated,23016.0,NEUTRAL,0,0,0,0,-1,0,0.0,-4.0,98,41,0,,0,0,0.4,quadriceps,15.28,0,"[6.7, 7.1, 6.4]","[50, 50, 50]",17,5,2,23,14,184,121,10,8,3,30,10,16,16,2,7.07
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,f1ccbf56-7d66-40a6-a571-73249cba0501,宋文浩,db5d9453-2e86-45d8-befb-69e4de60840e,DF,22,68,C,generated,59946.0,NEUTRAL,1,0,2,-1,-1,0,0.004,-10.0,80,85,0,,0,0,0.0,hamstring,15.34,0,"[7.0, 10.0, 6.9]","[50, 50, 50]",17,2,0,24,10,346,300,3,2,1,43,36,28,9,5,7.59
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,6818e8a5-617f-4f94-a3a7-601d1c624820,埃萨因 塔伊普,1de41b99-2b1c-4d28-afcb-d5a2f97cc940,MF,25,56,B,generated,38752.0,NEUTRAL,-1,0,0,1,-1,-2,-0.004,3.0,88,24,0,,0,0,1.5,quadriceps,2.31,0,"[6.4, 6.4, 7.0]","[50, 70, 50]",3,0,1,4,1,26,21,1,0,0,2,1,1,0,0,6.6
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,c35559d7-59e9-4b01-892e-8d2df68c8c29,内斯托尔 迪利维奥,ccce8555-57e0-4a2d-981d-9cafefc9be88,FW,23,56,B,generated,29568.0,NEUTRAL,0,0,0,0,-1,0,0.0,-4.0,83,84,0,,0,0,4.2,hamstring,13.6,0,"[6.8, 6.8, 6.5]","[50, 50, 50]",16,8,4,46,17,234,153,7,8,4,38,18,32,12,3,7.89
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,9a3d5f57-a246-49bc-b9b7-d13b72357cd8,吴绍卓,055b35a5-8a42-4e56-b11a-e477f3df73a9,GK,31,50,B,generated,41441.0,NEUTRAL,0,0,0,0,-1,0,0.0,-4.0,100,44,0,,0,0,0.0,hamstring,-14.73,0,"[7.4, 6.0, 7.4]","[50, 50, 50]",15,0,1,0,0,178,116,0,0,0,0,0,0,0,0,7.03
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,c7b195da-6983-4bd8-b4f7-721dc2133448,孟苗,21be93f7-899d-42db-8752-e2326eedcbff,MF,25,65,C,generated,55250.0,GOOD,3,0,2,1,-1,0,0.012,3.0,100,66,0,,0,0,0.0,hamstring,1.77,0,"[8.7, 7.3, 6.6]","[50, 50, 50]",16,4,6,21,11,252,205,15,7,5,31,27,27,11,6,7.86
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,21630f0b-8a0d-40d7-bf88-669cec5d087f,齐旭光,3c50687a-7311-466d-9265-99f8b49c5fc4,MF,29,60,C,generated,34425.0,GOOD,3,-1,4,0,-1,0,0.012,0.0,78,100,0,,0,0,1.5,quadriceps,-14.33,0,"[9.5, 7.7, 7.0]","[50, 50, 50]",15,4,5,18,10,300,255,9,2,0,31,26,27,6,2,7.93
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,8477a62f-377c-4ae0-b976-968331bc80aa,易语,3faa3b02-c6a9-4853-81fb-bebd5beda3b6,GK,24,56,C,generated,28934.0,NEUTRAL,-1,0,-1,0,-1,0,-0.004,-4.0,100,68,0,,0,0,0.0,hamstring,12.54,0,"[4.3, 6.8, 7.1]","[50, 50, 50]",15,0,0,0,0,164,106,1,0,0,0,0,0,0,0,6.7
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,37df0534-0636-4e73-b3ed-ba34c392764b,博胡米尔 马林,951b4db0-f1dc-47cb-83a0-2d82aae97639,MF,25,60,C,generated,38475.0,GOOD,5,0,4,1,-1,0,0.02,3.0,100,71,0,,0,0,0.0,hamstring,1.29,0,"[10.0, 7.8, 9.9]","[50, 50, 50]",16,11,7,50,22,359,301,19,9,7,43,34,36,2,2,8.81
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,adb65fe0-da9a-4c22-9cab-72c0022ab9de,塞尔希奥 罗西,b2d0e723-d415-439f-b813-74fd24aa0eb2,MF,32,58,C,generated,21313.0,GOOD,2,0,2,0,-1,0,0.008,0.0,85,90,0,,0,0,2.5,groin,-13.73,0,"[7.4, 8.0, 8.4]","[50, 50, 50]",20,7,5,25,11,404,341,19,6,2,58,41,34,23,14,8.28
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,bcd2cca1-9d79-4631-bd75-ef8f7d2407ab,悠翔 藤冈,edb1ece1-8253-4d28-a771-1a75784239a4,FW,25,53,D,generated,28840.0,NEUTRAL,-1,0,-1,1,-1,-1,-0.004,3.0,80,72,0,,0,0,1.5,groin,2.02,0,"[6.0, 6.4, 6.5]","[50, 50, 50]",10,2,2,9,4,82,56,4,3,3,5,4,4,4,3,7.13
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,6aed7dba-cc19-4323-885c-a495bfe7f195,张东明,79abfcca-e628-4c4f-bb16-8d64f4449d94,FW,22,65,B,generated,52237.0,GOOD,2,0,2,0,-1,0,0.008,0.0,84,77,0,,0,0,1.2,hamstring,15.02,0,"[7.5, 8.8, 6.8]","[50, 50, 50]",15,5,1,17,10,258,194,8,5,2,32,19,24,12,17,8.03
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,a504f8b4-9527-4a2e-a0fc-4d2323585216,丁弘翔,0e8ae640-4f3c-4a19-a44e-919023b097a3,DF,21,74,A,generated,112100.0,GOOD,5,0,4,1,-1,0,0.02,3.0,100,65,0,,0,0,0.0,hamstring,18.52,0,"[8.4, 7.2, 8.5]","[50, 50, 50]",15,4,4,31,10,381,332,14,6,4,41,38,29,12,6,8.13
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,67939176-6f85-4ace-878a-c43d35b974df,马特乌斯 萨尔维,a5d58fbb-fac6-4e65-8cd1-dac7a4e348c9,MF,23,74,B,generated,109447.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,83,92,0,,0,1,3.2,back,19.61,0,"[8.2, 7.8, 8.9]","[50, 50, 50]",15,3,3,22,11,349,314,14,4,3,37,33,19,12,7,8.07
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,918bcfeb-f846-420c-8aa5-6a1f70a312a5,钟林浩,11f804e8-a8b7-471e-97d9-a83263879116,MF,22,60,C,generated,36338.0,GOOD,5,0,4,1,-1,0,0.02,3.0,98,90,0,,0,0,0.4,quadriceps,13.16,0,"[9.1, 7.9, 8.6]","[50, 50, 50]",17,5,4,33,16,371,325,21,5,5,46,34,30,8,3,8.0
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,204d6508-23a1-4e3c-aa2c-1d84a6b2e106,里亚德 别利亚耶夫,a526aee6-5488-46d1-a979-07874e173c4f,FW,34,57,B,generated,105295.0,NEUTRAL,1,-1,2,0,-1,0,0.004,-4.0,88,70,0,,0,1,1.2,hamstring,-11.4,0,"[8.9, 7.0, 6.9]","[50, 50, 50]",16,3,2,34,8,265,177,8,10,6,46,25,35,11,9,7.7
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,7f250d22-63f3-45fd-9b49-59444999b4e3,科斯塔斯 弗洛雷斯,bbd06ae0-600d-4e7b-80dc-cf0cf734c9ba,MF,23,63,C,generated,54150.0,GOOD,3,0,2,1,-1,0,0.012,3.0,100,50,0,,0,0,0.0,hamstring,15.83,0,"[7.0, 7.9, 6.7]","[50, 50, 50]",17,4,3,22,10,302,247,16,11,4,35,22,25,5,7,7.35
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,20b3a645-48c6-4311-9c8a-27261cfa1bf2,武松伟,0b3da457-d759-4c33-974d-6f96f6f10068,DF,30,56,B,generated,38752.0,LOW,-2,0,-1,1,-1,-2,-0.008,3.0,100,0,0,,0,0,0.0,hamstring,-9.01,0,"[6.1, 6.0, 6.8]","[50, 50, 50]",7,0,0,1,0,41,31,0,0,0,7,5,3,1,1,6.4
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,2aec6725-f9bf-49d8-a8df-84528745f796,悠人 本田,8b8788f4-240c-4771-9a6a-50df6c5fffe9,DF,23,66,C,generated,66500.0,GOOD,3,0,2,1,-1,0,0.012,3.0,100,46,0,,0,0,0.0,hamstring,12.68,0,"[8.0, 7.3, 7.8]","[50, 50, 50]",18,6,2,37,18,284,216,6,3,2,29,26,39,4,6,7.54
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,64b6b102-e383-49bd-968b-ac7830351857,谢峻云,9d91e72b-637e-4360-b4fe-22424686d47a,GK,25,47,A,generated,16915.0,LOW,-3,-1,-3,1,-1,0,-0.012,3.0,100,66,0,,0,0,0.0,hamstring,3.4,0,"[5.0, 5.6, 7.0]","[50, 50, 50]",15,0,0,0,0,199,138,1,0,0,0,0,0,0,0,6.5
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,011ac05a-d8a1-4746-b9b8-1603ad7d659a,清彦 太田,7131ee1c-b296-4658-a67e-5ce88236a792,MF,25,49,B,generated,23856.0,NEUTRAL,0,0,0,0,-1,0,0.0,-4.0,84,76,0,,0,0,4.5,knee,2.79,0,"[6.4, 7.5, 7.0]","[50, 50, 50]",15,1,2,23,8,249,183,12,4,3,23,20,34,11,5,7.26
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,a4eda03c-53c1-4644-94e9-495fb675d222,哈拉夫 卡西姆,bbd06ae0-600d-4e7b-80dc-cf0cf734c9ba,DF,29,63,C,generated,48735.0,LOW,-2,0,-1,1,-1,-2,-0.008,3.0,100,0,0,,0,0,0.0,hamstring,-1.25,0,"[6.3, 6.1]","[50, 50]",2,0,0,0,0,8,3,0,0,0,0,0,1,0,0,6.2
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,6e609984-9c40-4170-8130-1d249677cd45,安东 舍甫琴科,088951b3-d0b8-4c05-b579-8b8265000fa1,FW,19,66,B,generated,39900.0,GOOD,4,0,4,0,-1,0,0.016,0.0,85,100,0,,0,0,3.2,hamstring,15.83,0,"[7.5, 10.0, 6.8]","[50, 70, 50]",18,9,4,55,27,344,267,16,6,3,28,18,29,35,16,8.36
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,4d54dea0-c699-4af2-8871-ea1857c83ca7,安德烈亚 卡斯特罗,3a390752-b323-4d41-8825-e552743b9774,MF,25,69,C,generated,87550.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,100,88,0,,0,0,0.0,hamstring,-9.57,0,"[8.3, 9.3, 8.4]","[50, 50, 50]",17,3,4,23,9,364,337,16,5,4,45,37,34,20,11,8.21
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,319aa943-b79d-4569-b4a9-3e3010c48969,克劳斯 斯特凡诺,b0830c91-2191-4f3c-b12a-b91913058a3a,FW,36,35,B,generated,41160.0,NEUTRAL,0,0,0,0,-1,0,0.0,0.0,100,81,0,,0,0,0.0,hamstring,-15.41,0,"[6.7, 7.3, 7.1]","[50, 50, 50]",18,8,1,35,20,246,134,5,6,3,39,26,37,18,13,7.7
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,19cf8496-f693-41d8-8320-26a20b113670,梁渔,c33624eb-6db4-41a5-8b76-924896b7e86f,MF,29,59,C,generated,48510.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,100,60,0,,0,0,0.0,hamstring,-14.4,0,"[6.8, 10.0, 8.9]","[50, 50, 50]",15,7,3,23,13,416,331,18,13,7,28,24,26,4,12,8.11
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,b9d86864-ffcd-46cd-9931-cd49f75af0e3,汤姆 斯蒂尔,a480cd45-2733-49f6-aa59-03486e89bbd1,FW,22,68,C,generated,76000.0,GOOD,3,0,2,1,-1,0,0.012,3.0,98,79,0,,0,0,0.0,hamstring,12.82,0,"[8.0, 6.8, 7.3]","[50, 50, 50]",18,10,2,28,16,241,164,6,8,2,38,26,34,18,20,8.28
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,5e8d3734-d8e5-4486-9822-045eb6ebd02e,徐先,6e731445-44c8-4802-8b1c-7097d9e5f4ab,GK,28,52,D,generated,35430.0,LOW,-2,0,0,-2,-1,0,-0.008,-18.0,83,55,0,,0,0,0.0,hamstring,-7.26,0,"[6.9, 5.0, 7.7]","[50, 50, 50]",18,0,1,0,0,180,116,1,0,0,0,0,0,0,0,6.54
